,code,img_text
• 넉넉하니 좋네∼MapleStory
X
Hellomisterlee40mm
SIZE
주황버섯 USB
슈퍼 얼리버드 혜택
OR
1 핑크빈 / 예티 그립톡 (택 1)
1-1 핑크빈 + 예티 그립톡
2 주황버섯 USB(16GB)
3 돌의정령 칫솔살균기
9990
CAND
42mm
1 핑크빈 / 예티 그립톡 (택 1)
OR
1-1 핑크빈 / 예티 그립톡
얼리버드 혜택
2 주황버섯 USB(16GB)
3 돌의정령 칫솔살균기
999%
3,500
6,500
₩9,900
15,900
4,000
7,500
10,900
16,900이상훈
홍승범서포터 안내
· 단순 변심으로 인한 펀딩금 반환은 불가합니다.
펀딩 성공 직후에 결제가 진행되지 않습니다.
결제는 프로젝트 종료일 다음 날부터 4영업일간 진행됩니다.
· 리워드 옵션/배송지/카드 정보는 펀딩 마감일까지
마이 와디즈 > 펀딩하기 > 펀딩 내역 페이지에서 수정 가능합니다.
■
.
펀딩 마감 이후 불가피한 사유로 배송지를 변경해야 하는 분은
해당 페이지 내 메이커에게 문의하기를 통해서 문의해 주세요.메이플스토리와 헬로우미스터리의
설레는 만남!
0.0
As
오직 와디즈에서만 만날 수 있는
메이플스토리 굿즈
3종!메이플스토리 굿즈를
GET! 해야하는 이유!!
1) 메이플스토리의 팬이라면!
2)
3)
앙증맞은 캐릭터와 함께하고 싶다면!
색다른 굿즈와 함께하고 싶다면!
4) 헬로우미스터리 X 메이플스토리 굿즈메이플스토리와 함께라면
우리 아이 학교에서 인싸 가능!!
A A돌의정령
칫솔살균기앙증맞은 돌의정령이 칫솔 살균기에?!
청량한 돌의정령 칫솔살균기를 소개합니다!
HI"
84,131926,ܚܝ
85,131946,"아이패드 12.9인치 파우치, 15인치 노트북 파우치
실용만점 소품 파우치, 필통
치즈펩트
꽥꽥이 굿즈 대공개!
2:0
모찌 가방고리 인형, 모찌 인형
모찌쿠션과 크로스 가방
아크릴 키링과 A4사이즈의 큼직한 스티커!
1:0
0:
0:
아
이번 펀딩을 놓치지 마세요!!오리는 꽥꽥 12.9인치 아이패드 파우치
킬링포인트(0)
포인트
넉넉한 수납 공간
아이폰 미니가 쏙 들어가는 넉넉한 수납 공간(:O)
스펙
가로 15cm 세로 18cm
여러가지 잔 소품을 빽빽이 파우치에 보관해보세요!15
18오리는 꽥꽥 15인치 노트북 파우치
킬링포인트(:O)
포인트
폭신폭신 도톰 원단
도톰한 두께로 소중한 노트북을 지켜줘요!
※ 영상 속 귀찮아 텍스트 제거, 지퍼와 안감 색상 변경 ※{0:)
포인트
포인트 청색 안감과 지퍼
지퍼와 내부 원단의 색상 포인트가 매력적!
기기 보관할 때 느껴지는 보드라운 촉감까지!(:O)
포인트
여유있는 수납 공간
12.9인치 아이패드를 가로와 세로 방향 모두 보관 가능!!
소지품 양에 따라 공간 활용이 용이해요!{0%)
스펙
가로 37cm 세로 28cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요37
28오리는 꽥꽥 하트 소품 파우치
킬링포인트(:O)
포인트
사랑을 담아 하트 파우치
핑크 빛 사랑을 가득 담은 하트 파우치!
가장 뜨거운 반응을 얻은 이 파우치를 놓치지마세요!(:O)
포인트
분홍 체크무늬 안감
안에도 사랑스러운 분홍 체크무늬 안감!
아이폰 미니 사이즈는 가로 방향으로 수납이(0%)
스펙
가로 18cm 세로 15cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요១
18
15오리는 꽥꽥 필통
킬링포인트(:O)
포인트
보들보들 털 원단
꽥왜이의 누워있는 모습을 그대로 재현한 꽥꽥이 필통(03)
포인트
노랑 체크무늬 안감
아이패드 펜슬 외 몇 가지 펜을 보관할 수 있어요(:O)
스펙
가로 22cm 세로 8cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요
지퍼 길이는 15cm 세로 8cm는 가장 넓은 부분이에요!22
0:
8
|오리는 꽥꽥 가방고리 인형
킬링포인트(:O)
포인트
언제나 함께!
고리가 달려있어 어디에든 걸 수 있고
어디서나 모찌모찌 작은 꽥꽥이와 함께 할 수 있어요!(:O)
포인트
모찌 소재로 말랑 쫀득
모찌 모찌 말랑말랑한 소재로 자꾸 손이가요!
※ 영상 속의 꽥꽥이 보다 부리가 좀 더 가로로 넓어졌어요 ※(0)
포인트
폭신하고 도톰한 두께감!
아이패드 펜슬 및 소량의 펜을 보관할 수 있는
꽥꽥이 필통과 함께 이용하면 귀여움 UP! UP!{0:
스펙
가로 7cm 세로 13cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요13
|
7오리는 꽥꽥 모찌 인형
킬링포인트(0)
포인트
꽥꽥이와 함께 놀기
꽥꽥이 몸통을 눌러주면 움직이는 것 같아요!
꽥꽥이와 함께 놀기! 헤헤(:O)
포인트
포근함을 주는 말랑 꽥꽥
안고있기 좋은 사이즈의 포근하고 말랑한 꽥꽥이 인형(0)
스펙
가로 20cm 키 32cm 세로 23cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요- 20
32
23오리는 꽥꽥 모찌 쿠션
킬링포인트:0)
포인트
귀여운데 편안하기까지!
모찌쿠션이라 폭신폭신 편안한데 귀엽기까지 !!(0)
포인트
내 말에 동의해주는 꽥꽥이
꽥꽥이 쿠션은 고개를 끄덕이기에 특화 되어 있어요!
맞아 맞아! 나의 말에 동의해주는 빽빽이 쿠션 놓치지 마세요!C:O)
스펙
가로 34cm 세로 33cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요34
33오리는 꽥꽥 털 크로스 가방
킬링포인트(0:)
포인트
보들보들한 촉감
부드러운 털 재질의 원단에 한번 쓰다듬기 시작하면
꽥꽥이에게서 손을 뗄 수 없을 거에요!C:O)
스펙
가로 32cm 세로 35cm
지퍼 가로 사이즈 : 29cm, 맥북 에어 13인치 보관 가능
실제 사이즈와 약간의 오차가 있을 수 있습니다(:O)
포인트
알찬 수납 공간
꽥꽥이 머리까지 지퍼가 열리게 되어있어 우산과 같이
기다란 소품도 보관할 수 있어요!C:O)
스펙
가로 35cm 세로 36cm
실제 측정 사이즈는 약간의 오차가 있을 수 있어요
몸통 지퍼 길이 23cmR
35
36오리는 꽥꽥 아크릴 키링과 스티커
킬링포인트(0)
포인트
실용 만점 아크릴 키링
열쇠에 달아도 좋고 에어팟 케이스, 파우치 등
고리를 걸 수 있는 곳 어디든 꽥꽥이와 함께!{0:)
스펙
제작 과정에서 사이즈 조정이 있을 수 있음
실제 측정 사이즈는 약간의 오차가 있을 수 있어요4cm
0:
5cm
0:
4cm(:O)
포인트
이모티콘 스티커
이모티콘으로 알차게 꾸려진 스티커
A4사이즈, A4의 1/4 사이즈 스티커로 다양한 크기32
35O
스펙
CH:A4,소: 1/4 A4
실제 측정 사이즈는 약간의 오차가 있을 수 있어요치즈펍이
21:0
위
STO
+
0:
0:
0:
0:
:오리는 꽥꽥 첫 번째 굿즈
슈퍼얼리버드
꽥꽥이 모찌인형 단품
가로 20cm 모찌 꽥꽥이 인형
28,000원
20% 22,400원
50개 한정!
친구랑! 커플끼리!
꽥꽥이 가방고리 모찌 인형 * 2
모찌 가방고리 꽥꽥이 인형 2개
32,000원
20% 25,600원
50개 한정!ACCPA
OR OR
COR THOR OR
OR
OR OR
오리는 꽥꽥 첫 번째 굿즈
리워드 리스트
COR TOR OR
OR
OR
OR
COR LOR OR
OR OR
ORA
OR
OR FOR OR
꽥꽥이 All Set
모찌인형, 모찌 가방고리 인형, 모찌쿠션
15인치 노트북 파우치, 아이패드 파우치,
기본 파우치, 하트 파우치, 필통, 털 가방,
대형 스티커, 소형 스티커, 아크릴 키링 3종
de
266,000원
25% 199,500원
털가방 트리플 Set
털 가방 + 선택 A + 선택 B
선택 A : 아이패드 파우치, 모찌인형, 모찌쿠션
선택 B : 필통, 기본 파우치, 하트 파우치, 모찌
가방고리 인형 + 소형 스티커
84,000원
15% 71,400원
노트북 트리플 Set
털 크로스백 + 선택 A + 선택 B
선택 A : 아이패드 파우치, 모찌인형, 모찌쿠션
선택 B : 필통, 기본 파우치, 하트 파우치, 모찌
가방고리 인형 + 소형 스티커
84,000원
15% 71,400원
모찌모찌 더블 Set
모찌인형 OR 모찌쿠션 + 모찌 가방고리 인형
44,000원
10% 39,600원
ORG 10% 41,400원
사과 더블 Set
12.9인치 이패드 파우치 + 선택 B
선택 B : 필통, 기본 파우치, 하트 파우치, 모찌
가방고리 인형 + 소형 스티커
46,000원
털가방 / 노트북파우치
크로스 털 가방 또는 15' 노트북 파우치 선택
38,000원
5% 36,100원
쿠션/인형 / 아이패드 파우치
쿠션 또는 인형 또는 아이패드 파우치 선택
28,000원
5% 26,600원
파우치 / 필통 / 가방고리 인형
기본 파우치 또는 하트파우치 또는 필통 또는
모찌 가방고리 인형 + 소형 스티커1 선택
18,000원
5% 17,100원
아크릴 키링 3종 택 1
기본 꽥꽥이/왕관 꽥꽥이 / 하트 꽥꽥이
아크릴 키링 택 1
8,000원
5% 7,600원
대형/소형 A4 스티커 택 1
""A4""를 꽉 채운 대형 스티커 /
대형 스티커 1/401 47개 있는 소형 ""A4"" 스티커
10,000원
5% 9,500원팬들과의 소통으로 수정된 굿즈
말랑한
일반인형 소재에서
모찌 소재로
변경!!귀찮아
귀찮아 텍스트 제거 / 내부와 지퍼 색감 변경리워드는 단순 공산품으로 14세 이상 사용 가능
OLHA:0}
어린이 제품 안전 인증 안내사항
KC 등록 예정 리워드 : 꽥꽥이 모찌 인형, 백팩이 필통
KC 등록 예정 일자 : 3월 중순 등록 예정
등록 완료 시점에 ""새소식 공지 안내거의 다 왔어
곧 끝난다
파이
K
팩쿵!
KC 인증, 공장 제작, 배송까지 처음하는 일들이라 진행 중 이슈가 생길 수 있습니다
1인 메이커로, 원활하지 못한 a/s 서비스 등 미숙한 부분들이 있을 수 있습니다
부디 너그러운 마음으로 양해를 해주시길 부탁드리겠습니다오리는 꽥꽥 기본 소품 파우치
킬링포인트소박하지만 즐거움을 주고 싶은
에이취
1:0
zbath
아이~(:O)
포인트
노랑 체크무늬 안감
깜찍한 내부 원단으로 소품을 넣을때마다 기분이 좋아요!"
86,131979,"35
لانا
2814בנגב2022
12 December
IO
PLUM
BoPoo
WTFS
WTFSS
20 21 22 23 24 25 26 27 28 29 30
M-M/2022
December
12
6
T
W
TF
8
MT
W
FS
MTWTFSSMTWTF
S
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
DIP
0
W
opeck
""
UPP
0
G
9
2
pas
€
3
Wx
A
A
b
S
12
M
4
ER
F
D
X
%
5
RT
C
9
WL
G
Y
H
B
n
.
*
J
+
9
4
K
M
+
0
P
OR P
988
L
WREN
XP
f
IO
PLUM
2018
wes
ARE ST
date
pr
backspe
enter
W
www.
M Ma
wh
+
Cocoo
logi
Jang
P
Po
5
MAY
www
mis
2
3
wV
Arithmetic
OG
MM-M
#
17
89%
4 5 6 E
17231
r
136
9.||IO
PLUM
+G#흑백세상 SETCThinkstar
SeparatyP
TELL VA-03 6
18
- VA-03 Bl
당인마켓
m
자인Ninphatwww
Chintak
33Arithmetic
FF MACMM+
89√%
5 6 x
**cccccccceee
Arithmetic
MRC M- M
8 9 √ %
5
6x尤美
。S
5元
8
9
o
年
路上開土资
%A62000
o
بابا ما
2002OTED
)핑크빛 하늘을 날아SETL♡€
83BoPoo
1Вороо
ВорооВороо모두모아 SETIO
PLUMC나랑노랑 SETPLUM
[얼리버드]
72,000원
리워드 구성
구로
[슈퍼 얼리버드]
70,000원 (2,000원 혜택) + 스티커 증정
나랑노랑 SET
담요1개, 머그컵1개, 마우스장패드1개
OT
[슈퍼 얼리버드]
30,000원 (2,000원 혜택) + 스티커 증정
[얼리버드]
32,000원
● 흑백세상 SET
맨투맨2개(색상 선택가능),
에코백 1개, 키링1개
[슈퍼 얼리버드]
32,000원 (2,000원 혜택) + 스티커 증정
[얼리버드]
34,000원
핑크빛 하늘을
날아 SET
폰케이스1개, 스마트톡1개,
스포츠타올1개, 키링1개
[슈퍼 얼리버드]
30,000원 (2,000원 혜택) + 스티커 증정
à 모두모아 SET 3
[얼리버드]
32,000원
담요1개, 머그컵 1개, 마우스장패드1개, 맨투맨1개(색상 선택), 에코백 1개, 키링1개,
폰케이스1개(기종 선택), 스마트톡1개, 스포츠타올1개,
M슈증
퍼정
얼스
리티
버커
BoPoo
Es
2
노란 손수건을 두른 고양이 '보푸'
madIO
PLUM
수도
@BoPoo___
bokeo
1ⒸBoPoo
L"
87,132022,"3:3
OYUDA3:3
OYUDA1. 블루 (데이지)
2. 옐로우 (프리지아)
V
3. 레드 (동백)
""
111
3:
""
3:3
3:3
111
In
스X
3:
@YUDA3:
@YUDA
3:손잡이
10L
가로
세로PhoneiPhone
-나는 아기 원숭이 애송이
9
3:3
PRADIO
애착물건에 관한 실험중 가장 유명한 실험인
미국 심리학자 해리 할로우 (Harry F.Harlow)의
[원숭이 애착 실험]이 있습니다!Phone8mm
16mm
24mm1
IPhone
2.3:
'છેㄱ
얼리버드 이벤트
PUBL G
2110073197
AESYONG
STICKER
DIY01/20122
5/8
FILMP2012
202110070649792 / 디자인팀 남
① 이벤트 기간: 본펀딩 종료시까지
② 이벤트 대상: 얼리버드 펀딩 참여 서포터님
③ 이벤트 선물: 애숑이 스티커
④ 발송 방법 : 리워드와 함께 택배 발송
* 펀딩 선공시 적용되는 이벤트 입니다!V
rie
PUBLOG
2110073197
AESYONG
STICKER
DIY01/1ea ZO 122
5/8
202110070649792 / 디자인팅 님
""PUBLOG
2110073197
AESYONG
STICKER
DIY01/lea ZO 122
20211007 06400302
5/8
/디자인팀 남1. [얼리버드] 어디서든 애숑이 세트!
(스티커 제공) 애숑이 담요 1개 + 에코백 1개
34,900원
C
AESYONG
리워드 소개
AESYONG
STICKER
w
31
2. [얼리버드] 더블 애숑이 세트!
(스티커 제공) 애숑이 담요 2개
w
In
111
택1
th
Th
택1
B
19
OYUDA
48,900원
""
택1
11
%3. 어디서든 애숑이 세트!
애송이 담요 1개 + 에코백 1개
11
111
G
택1
4. 더블 애숑이 세트!
애숑이 담요 2개
택1
Th
Tr
택1
In
A
3:
w
택1
37,900원
111
O
O
X
x
OYUDA
49,900원
5. 애숑이 ALL 굿즈
(스마트톡1개 +담요1개+에코백1개+아크릴키링1개)
64,900원
택 1
111
, "" x
●
X
e
@YUDAM
우유 나오는
엄마 원숭이 인형
ODO
:)
MARVELARE
담요
엄마 원숭이 인형
{
아기 원숭이가 있는 우리에
한쪽에는 우유가 나오는 철사 엄마 원숭이,
다른 쪽에는 우유가 없는 헝겊 인형 엄마 원숭이를
만들어 두었습니다.3:O
@YUDAAMO2
BRAO DHIWARI
MustSite
OXHTOR XRAM
AMO2w
+
+
+
해리 할로우의 연구원들은
모든 아기 원숭이가 우유가 나오는 철사 엄마 원숭이를
선택 할것라고 예상했습니다!M
우유 나오는
엄마 원숭이 인형
담요
엄마 원숭이 인형
[
하지만 모든 아기 원숭이가
헝겊 인형 엄마 원숭이를 선택했습니다.
이 실험을 통해 아기 원숭이들이 생존을 위한 먹이보다
신체 접촉을 통한 정서적 유대에
더 집착 한다는 것을 알게 되었습니다.3:
@YUDA
3:3%"
88,132163,"©Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable멸의
ㄴ
칼날
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable귀멸의 칼날 POSTUARD
BOOK
E
판
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable귀멸의
칼날
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable©Koyoharu Gotoge / SHUEISHA, Aniplex, ufotable
APEIL
귀멸의
칼날
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotableTo
IN
©Koyoharu Gotoge/SHUEISHA, Aniplex, ufotableⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable
귀멸의
칼날
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable거별의 칼날
ⒸKoyoharu Gotoge/SHUEISHA, Aniplex, ufotable4
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotable귀멸의
칼날
©Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableD
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날 POSTr
귀멸의 칼날
POSTCARD
BOOK
A
R
BOOK
POSTCARD
BOOK
POSTCARD
3
1 2
BOOK
4
POSTCARD
BOOK
POSTCARD
BOOK
5 6
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotableKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable가발의 갈갈
기할의 갈갈
기혈의 칼날
기열의 칼날
POSTCARD BOOK
POSTCARD BOOK
POSTCARD BOOK
POSTCARD
기열의 칼날
기탈의 장날 。
갈갈
BOOK
POSTCARD BOOK
POSTCARD BOOK
3 4 5 6
12
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable15
Chimer
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable특별 증정!
귀멸의
칼날 캐릭터 글라스 포토카드세트(13)
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableSAMPL
KAMADO TANJIRO
TIM
GKG/S, AU
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableSAMPLE
KG/S, A, U
W
Ca
KAMADO TANJIRO
NOT FOR SALE
QSC 700
S
©KG/S, A, U
NOT FOR SALE
OKG/S, A, U
25
22
UZUI TENGEN
ⒸKG/S, A, U
©KG/S, A, U
S, A, U
H
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotable엽서북 컬렉션 + 포토카드 세트 / 70,000원
B
의 POSICAND 201
날 1051CAAD 802 2
I
칼날
는 칼날 FostChip 100
- 귀요의칼날 8051CARD 100%
날 ONICAND 800
3 4 5 6
엽서북 컬렉션
(1권~6권/1세트 + 네즈코 상자 패키지)
SAMPLE
포토카드 세트
(13종/1세트)
©Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableKoyoharu Gotoge / SHUEISHA, Aniplex, ufotablePle
귀멸의
'칼날
©Koyoharu Gotoge / SHUEISHA, Aniplex, ufotable칼
귀멸의
칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날 POSTCARD
POSTCARD
BOOK
POSTCARD
BOOK
POSTCARD
BOOK
123
POSTCARD
BOOK
POSTCARD
BOOK
BOOK
4 5 6
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotableSAMPLE
KG/S, A, U
W
Ca
KAMADO TANJIRO
NOT FOR SALE
QSC 700
S
©KG/S, A, U
NOT FOR SALE
OKG/S, A, U
25
22
UZUI TENGEN
ⒸKG/S, A, U
©KG/S, A, U
S, A, U
H
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotable귀멸의
칼날
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable귀멸의
칼날
귀멸의 칼날
엽서북 컬렉션(1~6권 세트)
Koyoharu Gotoge / SHUEISHA, Aniplex, ufotableⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable
칼날
귀멸의
POSTCARD
귀멸의 칼날
귀멸의 칼날
기의 칼날
귀멸의 칼날
귀멸의 칼날
귀멸의 칼날
ㅇㅇ
1
CARCASOC
ㅇㅇ
CARLSON
000
POSTCARD
칼날
00회
귀멸의
POSTCARD
ㅇㅇ
POSTCARD
BOOK
2 3 4 5 6
ⓒKoyoharu Gotoge / SHUEISHA, Aniplex, ufotable"
